frequency,name,name_english
کرد,0.0001964551257524,Kurd
شکوری,0.0001963541724504,Shakouri
توسلی,0.0001958494059402,Tavassoli
مسلمی,0.0001957484526382,Moslemi
ابراهیم پور,0.0001955465460342,Ibrahimpour
روزبهانی,0.000195142732826,Roozbehani
حصاری,0.000194940826222,Hosseini
شکوهی,0.0001948398729199,Shokouhi
احمدوند,0.0001945370130138,Ahmadvand
اژدری,0.0001941331998057,Dragonian
اربابی,0.0001938303398996,Arbabi
میرحسینی,0.0001935274799935,Mir Hosseini
روشنی,0.0001932246200874,Roshani
آقامحمدی,0.0001930227134834,Aghamohammadi
قدیری,0.0001926189002752,Ghadiri
پارسائی,0.0001924169936712,Parsai
عمادی,0.0001922150870671,Emadi
گلی,0.0001921141337651,Goli
هادی,0.0001920131804631,Hadi
یونسی,0.0001914074606509,Younesi
منتظری,0.0001912055540468,Montazeri
حمید,0.0001905998342346,Hamid
دریس,0.0001905998342346,Dariz
مصطفائی,0.0001903979276306,Mostafavi
ستوده,0.0001900950677245,Setoudeh
سعادت,0.0001899941144224,Saadat
حسنوند,0.0001897922078184,Hasanvand
آقازاده,0.0001890855347042,Aghazadeh
هوشیار,0.000188580768194,Hoshyar
کاوسی,0.0001878740950798,Kavosi
بهشتی,0.0001875712351737,Beheshti
یزدی,0.0001873693285696,Yazdi
یادگاری,0.0001872683752676,Memorial
جوانمردی,0.0001871674219656,Javān Mardī
ستاری,0.0001870664686635,Setareh
محمودیان,0.0001867636087574,Mahmoudian
خدایاری,0.0001866626554554,Khodaiyari
ملک‌زاده,0.0001864607488514,Malekzadeh
بهروزی,0.0001863597955493,Behroozi
مشایخی,0.0001863597955493,Mashayekhi
حضرتی,0.0001861578889453,Hazrati
لک,0.0001859559823412,Lak
کردی,0.0001858550290392,Kordi
معظمی گودرزی,0.0001856531224351,Moazami Goudarzi
ریحانی,0.0001846435894148,Rihani
ریاحی,0.0001841388229046,Riyahi
آخوندی,0.0001833311964884,Akhoondi
کبیری,0.0001831292898843,Kabiri
قنواتی,0.000182220710166,Qanavati
حسین آبادی,0.0001818168969579,Hosseini Abadi
منوچهری,0.0001816149903539,Manouchehri
ارجمند,0.0001815140370518,Arjmand
سنچولی,0.0001811102238437,Sancholi
رحیم زاده,0.0001808073639376,Rahimzadeh
خدابخشی,0.0001807064106356,Khodabakhshi
بازیار,0.0001804035507295,Bazyar
نخعی,0.0001804035507295,Nakhai
چگینی,0.0001802016441254,Chagini
فروتن,0.0001801006908234,Furutan
حق‌شناس,0.0001799997375214,Haqshenas
صیدی,0.0001794949710112,Seyedi
زینالی,0.000178889251199,Zeynali
یوسف زاده,0.000178788297897,Yousefzadeh
کریم پور,0.0001785863912929,Karimpour
احدی,0.0001785863912929,Ahadi
موسی زاده,0.0001774759049706,Mousizadeh
ذبیحی,0.0001771730450645,Zabihih
یارمحمدی,0.0001757596988361,Yar Mohammadi
اسدزاده,0.0001751539790239,Asadzadeh
بوعذار,0.0001750530257218,Bouazdar
نقدی,0.0001747501658157,Naghdi
مرادپور,0.0001741444460036,Moradpour
گلستانی,0.0001733368195873,Golestani
فرزانه,0.0001732358662853,Farzaneh
قلندری,0.0001731349129833,Qalandari
جعفرپور,0.0001730339596812,Jafarpoor
اسمعیل زاده,0.000172226333265,Ismailzadeh
ایوبی,0.0001720244266609,Ayyubi
جعفریان,0.0001712168002447,Jafariyan
امیریان,0.0001712168002447,Amirian
محرمی,0.0001707120337345,Mahrami
سلامی,0.0001704091738284,Salami
نجاری,0.0001701063139223,Carpentry
حاجیان,0.0001695005941101,Hajian
درزاده,0.0001679862945797,Darzadeh
کرمانی,0.0001678853412776,Kermani
شکاری,0.0001676834346736,Hunter
رهنما,0.0001673805747675,Rahnama
اقبالی,0.0001671786681634,Egbali
ابوالحسنی,0.0001670777148614,Aboulhasani
صفدری,0.0001667748549553,Safdari
دولتی,0.0001666739016533,Doulati
گرجی,0.0001663710417472,Gurji
کولیوند,0.0001663710417472,Koliwand
کوشکی,0.0001660681818411,Koushki
حقی,0.000165765321935,Haqi
فروغی,0.0001655634153309,Foroughi
غضنفری,0.0001651596021228,Ghazanfari
محمودآبادی,0.0001650586488208,Mahmoodabadi
بدری,0.0001649576955187,Badri
شیبانی,0.0001648567422167,Sheibani
خلج,0.0001646548356126,Khalaj
نصری,0.0001646548356126,Nasri
حسن نژاد,0.0001644529290086,Hasan Nejad
نبوی,0.0001639481624984,Nabavi
صفرزاده,0.0001638472091964,Sefarzadeh
شاه حسینی,0.0001632414893842,Shah Hosseini
محمدحسینی,0.00016253481627,Mohammadi Hosseini
قیصری,0.000162433862968,Qaysari
بابازاده,0.0001621310030619,Babazadeh
نریمانی,0.0001619290964578,Narimani
اسدپور,0.0001614243299476,Asadpour
اخلاقی,0.0001607176568334,Akhlaqī
خاوری,0.0001601119370212,Khavari
معروفی,0.0001596071705111,Ma'roufi
علائی,0.000159304310605,Alai
اعظمی,0.000159203357303,Azemi
سیاحی,0.0001591024040009,Siyahi
علی اکبری,0.0001587995440948,Alikakri
راستگو,0.0001586985907928,Rastgo
منفرد,0.0001585976374908,Monfared
صوفی,0.0001583957308867,Sufi
مدنی,0.0001582947775847,Modani
محمودزاده,0.0001575881044705,Mahmoudzadeh
عیوضی,0.0001570833379603,Ayoobi
دانشور,0.0001566795247522,Daneshvar
کلهر,0.0001563766648461,Khalar
شاهمرادی,0.000155972851638,Shahmaradi
پاپی,0.0001556699917319,Papi
قاسم پور,0.0001552661785238,Ghasempour
شهیدی,0.0001551652252217,Shahidi
شیردل,0.0001545595054095,Lionheart
کوهستانی,0.0001544585521075,Kouhestani
آشوری,0.0001540547388994,Ashouri
نصراصفهانی,0.0001539537855973,Nasr Isfahani
فرهمند,0.0001537518789933,Farahmand
ایرانی,0.0001534490190872,Iranian
بذرافشان,0.0001531461591811,Bazarafshan
قائمی,0.0001525404393689,Ghaemi
رضایی,0.0001520356728588,Razai
سلطانی نژاد,0.0001519347195567,Soltani Nejad
جهان تیغ,0.0001519347195567,Jahan Tigh
چنانی,0.0001518337662547,Chenani
چوپانی,0.0001507232799324,Shepherd
قمری,0.0001506223266303,Qomari
شهنوازی,0.0001504204200263,Shahnawazi
باباخانی,0.0001494108870059,Baba Khani
جواهری,0.0001490070737978,Jewelry
جدیدی,0.0001488051671938,Jadidi
زحمت‌کش,0.0001487042138917,Zahmatkash
روشن,0.0001486032605897,Roushan
طاهریان,0.0001481994473816,Taherian
عبداله پور,0.0001479975407775,Abdollahpour
نعمت الهی,0.0001478965874755,Ni'matollahi
مشهدی,0.0001472908676633,Moshadi
قدرتی,0.0001471899143613,Ghodrati
محرابی,0.0001468870544552,Mahrami
خلجی,0.0001466851478511,Khalaji
صمیمی,0.0001466851478511,Samimi
عیدی,0.000146483241247,Eidi
ظفری,0.000146382287945,Zafari
افراسیابی,0.0001453727549247,Afrasiyab
قره داغی,0.0001452718016227,Gharadakhi
میرجلیلی,0.0001447670351125,Mirjalili
غیاثی,0.0001446660818105,Gheyasi
دالوند,0.0001443632219044,Dalvand
نوذری,0.0001442622686024,Nozari
اکرمی,0.0001441613153003,Akhami
نوربخش,0.0001440603619983,Noorbakhsh
اکبرپور,0.0001440603619983,Akbarpour
بحرینی,0.0001440603619983,Bahraini
برومند,0.0001437575020922,Boroumand
بصیری,0.0001434546421861,Basiri
جودکی,0.0001434546421861,Joodaki
شیرزاد,0.00014315178228,Shirzad
وحیدی,0.000143050828978,Vahidi
صادق زاده,0.0001425460624678,Sadeghzadeh
لک زائی,0.0001423441558638,Lakzai
قربان زاده,0.0001421422492597,Ghorban Zadeh
فرمانی,0.0001421422492597,Farmani
راستی,0.0001419403426556,Rasti
میرشکاری,0.0001418393893536,Mirshkari
شیرزادی,0.0001417384360516,Shirzadi
دلاوری,0.0001417384360516,Delavari
حسین نژاد,0.0001414355761455,Hosseinnajad
فخری,0.0001414355761455,Fakhri
نقوی,0.0001413346228435,Naghavi
نورانی,0.0001410317629374,Noorani
میرزاخانی,0.0001409308096353,Mirzakhani
اعتمادی,0.0001409308096353,Etemadi
مافی,0.0001408298563333,Mafi
هاشم زاده,0.0001407289030313,Hashemzadeh
صفاری,0.0001407289030313,Saffari
نجف زاده,0.0001403250898232,Najafzadeh
دانش,0.0001403250898232,Danesh
داداشی,0.0001402241365211,Dadashi
زند,0.0001401231832191,Zand
ملک پور,0.000139719370011,Malekpour
صفرپور,0.0001392146035008,Safarpour
برجی,0.0001388107902927,Borji
مهاجری,0.0001387098369907,Mohajeri
نامداری,0.0001382050704805,Namdari
نبی زاده,0.0001374983973663,Nabizadeh
رجب‌زاده,0.0001373974440642,Rajabzadeh
بیرامی,0.0001373974440642,Biramī
جاوید,0.0001372964907622,Javid
کاکاوند,0.0001371955374602,Kakavand
حکیمی,0.0001368926775541,Hakimi
شجاع,0.0001367917242521,Brave
قرائی,0.00013669077095,Ghorai
کنعانی,0.000136589817648,Konaani
علی خانی,0.0001362869577419,Ali Khani
حجتی,0.0001362869577419,Hojjati
حجازی,0.0001361860044399,Hojjati
پروین,0.0001358831445338,Parvin
دهقانیان,0.0001355802846277,Dehghanian
حسنلو,0.0001350755181175,Hasanlu
بنی اسدی,0.0001346717049094,Bani Asadi
پورعلی,0.0001341669383993,Pourali
بیگلری,0.0001337631251911,Biglari
حافظی,0.0001337631251911,Hafezi
گوهری,0.0001336621718891,Gohari
یگانه,0.0001335612185871,Unique
جوانمرد,0.0001328545454729,Javānmaard
خاکی,0.0001328545454729,Khaki
ناظری,0.0001326526388688,Nazari
نصرالهی,0.0001325516855668,Nasrollahi
فارسی,0.0001322488256607,Farsi
گراوند,0.0001319459657546,Geravand
ابوالفتحی,0.0001319459657546,Abu al-Fathi
پورمحمد,0.0001319459657546,PourMohammad
سروری,0.0001316431058485,Sarvari
جهاندیده,0.0001316431058485,World-Seer
امیدوار,0.0001316431058485,Optimistic
اله یاری,0.0001315421525464,Alahyari
خدابنده,0.0001314411992444,Khodabandeh
مبارکی,0.0001313402459424,Mobaraki
تاجیک,0.0001311383393383,Tajik
بردبار,0.0001309364327343,Bardbar
سرگزی,0.0001307345261302,Sargazi
خاکپور,0.0001305326195261,Khakpour
حقیقت,0.0001305326195261,Haqiqiqat
ایزانلو,0.00013022975962,Eizanloo
کیخا,0.0001297249931099,Keykha
خلفی,0.0001293211799018,Khalafi
پهلوان,0.0001292202265997,Hero
صفوی,0.0001289173666936,Safavid
رهبر,0.0001286145067875,Leader
مینائی,0.0001285135534855,Minaei
حامدی,0.0001282106935794,Hamedi
خزاعی,0.0001278068803713,Khazaei
مروتی,0.0001276049737672,Marvati
عادلی,0.0001276049737672,Adeli
کاوه,0.0001275040204652,Kaveh
سبزی,0.0001272011605591,Sabzi
دودانگه,0.000126898300653,Doodanghe
مطلبی,0.0001265954407469,Matlabi
گرامی,0.0001264944874449,Gharami
سعدی,0.0001263935341429,Saadi
رحیم‌پور,0.0001263935341429,Rahimpour
سپهری,0.0001262925808408,Sepahri
حیدرپور,0.0001260906742368,Hayderpour
رحیمیان,0.0001259897209347,Rahimian
حسینیان,0.0001256868610286,Hosseinian
نوبخت,0.0001254849544246,Nobakht
مالمیر,0.0001250811412165,Malmir
ابوالقاسمی,0.0001247782813104,Aboulghasemi
فهیمی,0.0001247782813104,Fahimi
صدقی,0.0001246773280083,Sadeghi
بیابانی,0.0001245763747063,Desert-dweller
عقیلی,0.0001244754214043,Aqili
فخاری,0.0001244754214043,Fakhari
راشدی,0.0001241725614982,Rashti
